,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
248,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Bara is much more durable (according to reviewers),comparative,Bara is much more durable (according to reviewers),"['Bara', 'is', 'much', 'more', 'durable', '(', 'according', 'to', 'reviewers', ')']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,[13],['greater'],['more'],[13],['greater'],['more durable'],['durability']
249,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,I also personally think that Baracuda is a much better rubber in terms of worth for money.,comparative,I also personally think that Donic-Baracuda is a much better rubber in terms of worth for money.,"['I', 'also', 'personally', 'think', 'that', 'Donic-Baracuda', 'is', 'a', 'much', 'better', 'rubber', 'in', 'terms', 'of', 'worth', 'for', 'money', '.']",['Donic-Baracuda'],[29],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[48],['greater'],['better'],[],[],[],[]
254,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,it surprises me that Ten05 is less durable(price) and less spinny then the Baracuda.,comparative,it surprises me that Butterfly-Tenergy-05 is less durable(price) and less spinny then the Donic-Baracuda.,"['it', 'surprises', 'me', 'that', 'Butterfly-Tenergy-05', 'is', 'less', 'durable', '(', 'price', ')', 'and', 'less', 'spinny', 'then', 'the', 'Donic-Baracuda', '.']","['Butterfly-Tenergy-05', 'Donic-Baracuda']","[21, 93]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,"[30, 59]","['less', 'greater']","['less', 'spinny']",[69],['less'],['less spin'],['spin']
255,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin.",comparative,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$Butterfly-Tenergy-80 a sheet but actually, Donic-Baracuda surpasses Butterfly-Tenergy in spin.","['Yes', ',', 'it', 'is', 'a', 'little', 'bit', 'shocking', 'since', 'you', 'would', 'expect', 'to', 'get', 'an', 'extremely', 'overpowered', 'rubber', 'for', '~', '$', 'Butterfly-Tenergy-80', 'a', 'sheet', 'but', 'actually', ',', 'Donic-Baracuda', 'surpasses', 'Butterfly-Tenergy', 'in', 'spin', '.']","['Butterfly-Tenergy-80', 'Donic-Baracuda', 'Butterfly-Tenergy']","[104, 148, 173]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
256,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"However, Tenergy has a better control, and has significantly more power.",comparative,"However, Butterfly-Tenergy has a better control, and has significantly more power.","['However', ',', 'Butterfly-Tenergy', 'has', 'a', 'better', 'control', ',', 'and', 'has', 'significantly', 'more', 'power', '.']",['Butterfly-Tenergy'],[10],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[23, 61]","['greater', 'greater']","['better', 'more']",[33],['greater'],['better control'],['control']
257,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Tenergy and Baracuda are actually remarkably quite similar, despite the $25 difference per sheet.",comparative,"Butterfly-Tenergy and Donic-Baracuda are actually remarkably quite similar, despite the $Butterfly-Tenergy-25 difference per sheet.","['Butterfly-Tenergy', 'and', 'Donic-Baracuda', 'are', 'actually', 'remarkably', 'quite', 'similar', ',', 'despite', 'the', '$', 'Butterfly-Tenergy-25', 'difference', 'per', 'sheet', '.']","['Butterfly-Tenergy', 'Donic-Baracuda', 'Butterfly-Tenergy-25']","[0, 22, 91]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[51],['equal'],['similar'],[],[],[],[]
258,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.",comparative,"Butterfly-Tenergy has a slightly higher throw angle than Donic-Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.","['Butterfly-Tenergy', 'has', 'a', 'slightly', 'higher', 'throw', 'angle', 'than', 'Donic-Baracuda', ',', 'so', 'looping', 'heavy', 'chops', 'may', 'be', 'a', 'little', 'bit', 'easier', ',', 'with', 'a', 'greater', 'arc', 'on', 'the', 'ball', '.']","['Butterfly-Tenergy', 'Donic-Baracuda']","[0, 57]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"[100, 115]","['greater', 'greater']","['easier', 'greater']",[33],['greater'],['higher'],['throw angle']
259,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"However, Baracuda still has a medium-high throw so they're both perfectly fine for looping.",comparative,"However, Donic-Baracuda still has a medium-high throw so they're both perfectly fine for looping.","['However', ',', 'Donic-Baracuda', 'still', 'has', 'a', 'medium-high', 'throw', 'so', 'they', ""'re"", 'both', 'perfectly', 'fine', 'for', 'looping', '.']",['Donic-Baracuda'],[10],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,[],[],[],[36],['greater'],['medium-high throw'],['throw angle']
260,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.",comparative,"In my personal opinion, Donic-Baracuda has more spin than Butterfly-Tenergy, however it lacks a little bit of power and control compared to Butterfly-Tenergy.","['In', 'my', 'personal', 'opinion', ',', 'Donic-Baracuda', 'has', 'more', 'spin', 'than', 'Butterfly-Tenergy', ',', 'however', 'it', 'lacks', 'a', 'little', 'bit', 'of', 'power', 'and', 'control', 'compared', 'to', 'Butterfly-Tenergy', '.']","['Donic-Baracuda', 'Butterfly-Tenergy', 'Butterfly-Tenergy']","[25, 59, 142]",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"[72, 37]","['less', 'greater']","['lack', 'more']",[43],['greater'],['more spin'],['spin']
263,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Baracuda is not as heavy, but in my opinion, just as good.",comparative,"Donic-Baracuda is not as heavy, but in my opinion, just as good.","['Donic-Baracuda', 'is', 'not', 'as', 'heavy', ',', 'but', 'in', 'my', 'opinion', ',', 'just', 'as', 'good', '.']",['Donic-Baracuda'],[0],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[12],['less'],['not as'],[18],['less'],['not as heavy'],['weight']
274,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Tenergy is noticeably faster than Baracuda, though not quite as spinny.",comparative,"Butterfly-Tenergy is noticeably faster than Donic-Baracuda, though not quite as spinny.","['Butterfly-Tenergy', 'is', 'noticeably', 'faster', 'than', 'Donic-Baracuda', ',', 'though', 'not', 'quite', 'as', 'spinny', '.']","['Butterfly-Tenergy', 'Donic-Baracuda']","[0, 44]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[64],['greater'],['spinny'],[32],['greater'],['faster'],['speed']
275,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"If driving's your thing, use Tenergy.",comparative,"If driving's your thing, use Butterfly-Tenergy.","['If', 'driving', ""'s"", 'your', 'thing', ',', 'use', 'Butterfly-Tenergy', '.']",['Butterfly-Tenergy'],[31],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
276,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber.",comparative,"If long, spinny rallies is how you tend to lean towards, Donic-Baracuda would be a better rubber.","['If', 'long', ',', 'spinny', 'rallies', 'is', 'how', 'you', 'tend', 'to', 'lean', 'towards', ',', 'Donic-Baracuda', 'would', 'be', 'a', 'better', 'rubber', '.']",['Donic-Baracuda'],[59],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[9, 77]","['greater', 'greater']","['spinny', 'better']",[],[],[],[]
277,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"They're both very good rubbers in my opinion, though I would use Baracuda over Tenergy, because it is closer to my style of play.",comparative,"They're both very good rubbers in my opinion, though I would use Donic-Baracuda over Butterfly-Tenergy, because it is closer to my style of play.","['They', ""'re"", 'both', 'very', 'good', 'rubbers', 'in', 'my', 'opinion', ',', 'though', 'I', 'would', 'use', 'Donic-Baracuda', 'over', 'Butterfly-Tenergy', ',', 'because', 'it', 'is', 'closer', 'to', 'my', 'style', 'of', 'play', '.']","['Donic-Baracuda', 'Butterfly-Tenergy']","[67, 87]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[102],['equal'],['closer to'],[],[],[],[]
279,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,Ten has higher throw angle,comparative,Butterfly-Tenergy has higher throw angle,"['Butterfly-Tenergy', 'has', 'higher', 'throw', 'angle']",['Butterfly-Tenergy'],[0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[22],['greater'],['higher'],['throw angle']
280,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,Ten is heavier,comparative,Butterfly-Tenergy is heavier,"['Butterfly-Tenergy', 'is', 'heavier']",['Butterfly-Tenergy'],[0],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[21],['greater'],['heavier'],['weight']
281,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Ten is more sensitive to incoming topspin, though can be adjusted with blade or sponge layer",comparative,"Butterfly-Tenergy is more sensitive to incoming topspin, though can be adjusted with blade or sponge layer","['Butterfly-Tenergy', 'is', 'more', 'sensitive', 'to', 'incoming', 'topspin', ',', 'though', 'can', 'be', 'adjusted', 'with', 'blade', 'or', 'sponge', 'layer']",['Butterfly-Tenergy'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[7],['greater'],['more'],[],[],[],[]
282,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,Bara is much more durable (according to reviewers),comparative,Bara is much more durable (according to reviewers),"['Bara', 'is', 'much', 'more', 'durable', '(', 'according', 'to', 'reviewers', ')']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,[13],['greater'],['more'],[13],['greater'],['more durable'],['durability']
283,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,I also personally think that Baracuda is a much better rubber in terms of worth for money.,comparative,I also personally think that Donic-Baracuda is a much better rubber in terms of worth for money.,"['I', 'also', 'personally', 'think', 'that', 'Donic-Baracuda', 'is', 'a', 'much', 'better', 'rubber', 'in', 'terms', 'of', 'worth', 'for', 'money', '.']",['Donic-Baracuda'],[29],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[48],['greater'],['better'],[],[],[],[]
288,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,it surprises me that Ten05 is less durable(price) and less spinny then the Baracuda.,comparative,it surprises me that Butterfly-Tenergy-05 is less durable(price) and less spinny then the Donic-Baracuda.,"['it', 'surprises', 'me', 'that', 'Butterfly-Tenergy-05', 'is', 'less', 'durable', '(', 'price', ')', 'and', 'less', 'spinny', 'then', 'the', 'Donic-Baracuda', '.']","['Butterfly-Tenergy-05', 'Donic-Baracuda']","[21, 93]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,"[30, 59]","['less', 'greater']","['less', 'spinny']",[69],['less'],['less spin'],['spin']
289,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin.",comparative,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$Butterfly-Tenergy-80 a sheet but actually, Donic-Baracuda surpasses Butterfly-Tenergy in spin.","['Yes', ',', 'it', 'is', 'a', 'little', 'bit', 'shocking', 'since', 'you', 'would', 'expect', 'to', 'get', 'an', 'extremely', 'overpowered', 'rubber', 'for', '~', '$', 'Butterfly-Tenergy-80', 'a', 'sheet', 'but', 'actually', ',', 'Donic-Baracuda', 'surpasses', 'Butterfly-Tenergy', 'in', 'spin', '.']","['Butterfly-Tenergy-80', 'Donic-Baracuda', 'Butterfly-Tenergy']","[104, 148, 173]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
290,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"However, Tenergy has a better control, and has significantly more power.",comparative,"However, Butterfly-Tenergy has a better control, and has significantly more power.","['However', ',', 'Butterfly-Tenergy', 'has', 'a', 'better', 'control', ',', 'and', 'has', 'significantly', 'more', 'power', '.']",['Butterfly-Tenergy'],[10],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[23, 61]","['greater', 'greater']","['better', 'more']",[33],['greater'],['better control'],['control']
291,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Tenergy and Baracuda are actually remarkably quite similar, despite the $25 difference per sheet.",comparative,"Butterfly-Tenergy and Donic-Baracuda are actually remarkably quite similar, despite the $Butterfly-Tenergy-25 difference per sheet.","['Butterfly-Tenergy', 'and', 'Donic-Baracuda', 'are', 'actually', 'remarkably', 'quite', 'similar', ',', 'despite', 'the', '$', 'Butterfly-Tenergy-25', 'difference', 'per', 'sheet', '.']","['Butterfly-Tenergy', 'Donic-Baracuda', 'Butterfly-Tenergy-25']","[0, 22, 91]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[51],['equal'],['similar'],[],[],[],[]
292,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.",comparative,"Butterfly-Tenergy has a slightly higher throw angle than Donic-Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.","['Butterfly-Tenergy', 'has', 'a', 'slightly', 'higher', 'throw', 'angle', 'than', 'Donic-Baracuda', ',', 'so', 'looping', 'heavy', 'chops', 'may', 'be', 'a', 'little', 'bit', 'easier', ',', 'with', 'a', 'greater', 'arc', 'on', 'the', 'ball', '.']","['Butterfly-Tenergy', 'Donic-Baracuda']","[0, 57]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"[100, 115]","['greater', 'greater']","['easier', 'greater']",[33],['greater'],['higher'],['throw angle']
293,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"However, Baracuda still has a medium-high throw so they're both perfectly fine for looping.",comparative,"However, Donic-Baracuda still has a medium-high throw so they're both perfectly fine for looping.","['However', ',', 'Donic-Baracuda', 'still', 'has', 'a', 'medium-high', 'throw', 'so', 'they', ""'re"", 'both', 'perfectly', 'fine', 'for', 'looping', '.']",['Donic-Baracuda'],[10],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,[],[],[],[36],['greater'],['medium-high throw'],['throw angle']
294,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.",comparative,"In my personal opinion, Donic-Baracuda has more spin than Butterfly-Tenergy, however it lacks a little bit of power and control compared to Butterfly-Tenergy.","['In', 'my', 'personal', 'opinion', ',', 'Donic-Baracuda', 'has', 'more', 'spin', 'than', 'Butterfly-Tenergy', ',', 'however', 'it', 'lacks', 'a', 'little', 'bit', 'of', 'power', 'and', 'control', 'compared', 'to', 'Butterfly-Tenergy', '.']","['Donic-Baracuda', 'Butterfly-Tenergy', 'Butterfly-Tenergy']","[25, 59, 142]",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"[72, 37]","['less', 'greater']","['lack', 'more']",[43],['greater'],['more spin'],['spin']
297,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Baracuda is not as heavy, but in my opinion, just as good.",comparative,"Donic-Baracuda is not as heavy, but in my opinion, just as good.","['Donic-Baracuda', 'is', 'not', 'as', 'heavy', ',', 'but', 'in', 'my', 'opinion', ',', 'just', 'as', 'good', '.']",['Donic-Baracuda'],[0],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[12],['less'],['not as'],[18],['less'],['not as heavy'],['weight']
308,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Tenergy is noticeably faster than Baracuda, though not quite as spinny.",comparative,"Butterfly-Tenergy is noticeably faster than Donic-Baracuda, though not quite as spinny.","['Butterfly-Tenergy', 'is', 'noticeably', 'faster', 'than', 'Donic-Baracuda', ',', 'though', 'not', 'quite', 'as', 'spinny', '.']","['Butterfly-Tenergy', 'Donic-Baracuda']","[0, 44]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[64],['greater'],['spinny'],[32],['greater'],['faster'],['speed']
309,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"If driving's your thing, use Tenergy.",comparative,"If driving's your thing, use Butterfly-Tenergy.","['If', 'driving', ""'s"", 'your', 'thing', ',', 'use', 'Butterfly-Tenergy', '.']",['Butterfly-Tenergy'],[31],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
310,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber.",comparative,"If long, spinny rallies is how you tend to lean towards, Donic-Baracuda would be a better rubber.","['If', 'long', ',', 'spinny', 'rallies', 'is', 'how', 'you', 'tend', 'to', 'lean', 'towards', ',', 'Donic-Baracuda', 'would', 'be', 'a', 'better', 'rubber', '.']",['Donic-Baracuda'],[59],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[9, 77]","['greater', 'greater']","['spinny', 'better']",[],[],[],[]
311,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"They're both very good rubbers in my opinion, though I would use Baracuda over Tenergy, because it is closer to my style of play.",comparative,"They're both very good rubbers in my opinion, though I would use Donic-Baracuda over Butterfly-Tenergy, because it is closer to my style of play.","['They', ""'re"", 'both', 'very', 'good', 'rubbers', 'in', 'my', 'opinion', ',', 'though', 'I', 'would', 'use', 'Donic-Baracuda', 'over', 'Butterfly-Tenergy', ',', 'because', 'it', 'is', 'closer', 'to', 'my', 'style', 'of', 'play', '.']","['Donic-Baracuda', 'Butterfly-Tenergy']","[67, 87]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[102],['equal'],['closer to'],[],[],[],[]
313,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,Ten has higher throw angle,comparative,Butterfly-Tenergy has higher throw angle,"['Butterfly-Tenergy', 'has', 'higher', 'throw', 'angle']",['Butterfly-Tenergy'],[0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[22],['greater'],['higher'],['throw angle']
314,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,Ten is heavier,comparative,Butterfly-Tenergy is heavier,"['Butterfly-Tenergy', 'is', 'heavier']",['Butterfly-Tenergy'],[0],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[21],['greater'],['heavier'],['weight']
315,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Ten is more sensitive to incoming topspin, though can be adjusted with blade or sponge layer",comparative,"Butterfly-Tenergy is more sensitive to incoming topspin, though can be adjusted with blade or sponge layer","['Butterfly-Tenergy', 'is', 'more', 'sensitive', 'to', 'incoming', 'topspin', ',', 'though', 'can', 'be', 'adjusted', 'with', 'blade', 'or', 'sponge', 'layer']",['Butterfly-Tenergy'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[7],['greater'],['more'],[],[],[],[]
316,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,Bara is much more durable (according to reviewers),comparative,Bara is much more durable (according to reviewers),"['Bara', 'is', 'much', 'more', 'durable', '(', 'according', 'to', 'reviewers', ')']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,[13],['greater'],['more'],[13],['greater'],['more durable'],['durability']
