,reply_split,classification
405,"I liked GA 8, but I thought it was a bit like Donic bluefire M1.",1
362,"If it's a quite a bit cheaper, get EL-P, it's by all means a good BH rubber.",0
684,The Burst is surprisingly good on the FH and I like it a lot.Thanks again to all for your advice and feedback.,3
2017,i dont have any problem about technique just trying to find tackier surfaced spinniest chinese rubber due to my curiosity plus i tried yihhe big dipper at first but didnt satisfy because of less tack than i expected and felt couldnt produced much more spin than tensors that why im questioning,0
348,Elp would be better if you brush,2
2943,Slightly heavy (as with all evolution rubbers) in max at around 44 grams cut but you could opt for a slightly thinner version.,4
694,"To be honest, Mantra H's speed is more on the Bryce Speed range so it is not surprising that people find it too fast.",1
509,It's between the Gearz sponge and Thor's Hammer.,0
2553,At our club players who previously played Chinese rubber and hit the ball cleanly with technically sound strokes like Omega IV Pro for forehand.,3
1413,Is rhyzm more spin and speed than omega 4asia?,0
429,"If that's the case, stay away from DNA.",0
1900,E.g a small flick of wrist would propels the ball in a forgiving manner on t-05 vs say hurricane 3.,0
674,Although now after a couple of months it's lost it.,0
1924,Rising Dragon is €46 from TT11.,0
1388,Thats why id recommend to spinblock most balls for more safety.,0
1421,Not too much catapult effect.,4
213,Thats why I'm posting here because a certain amount of you have played with most rubbers and know which is better with which set-up ect.,0
1309,Folks the op already seems to be using Vega Pro..,0
1790,H8 on the other hand was better on both blades.,2
702,However I have not used either Burst Thor's or Mech-Tek.,0
309,"If driving's your thing, use Tenergy.",2
1753,"You'll probably PREFER one over the other just by the way they feel, though.",0
4040,Apparently not many people have used it....,0
304,"I especially like it for service reception!Smashing and driving are not strong points for this rubber, but then again, those are not strong points for me either, so it could be a technique issue on my part.",3
599,The only issues that I have with the Zero are that the Zero is not tacky and there are no reviews of the Zero with Blue Diamond sponge.,0
3603,Made it very smooth for me to learn my strokes.,0
373,I've play with MX-P on backhand before and found it too fast.,3
1141,"I would say to stick to Baracuda, is a great rubber, and if needed just add some booster.",3
886,This is that infamous rubber with both tacky and nontacky versions (if it's the same topsheet - how is it possible?,0
1741,"I compiled photos of all the CJ8000 packets I could find here:viewtopic.php?f=44&t=26303#p329341(This assumes you didn't get them already attached to your blade..)I've actually own pretty much all of them, and have tried most.. and can say it makes little to no practical difference..  Iskandar",0
4290,i made another page in the for sale section decois hangout please request there .,0
1929,"Therefore, you have less spinny serves than those super-tacky Chinese rubbers.",2
584,"When I just start training with full energy, I train with TG2.",0
1392,"Closest to what you want would be example of Gionis using the 05.If you're still unsure, compromise and get the 80.",0
4654,Maybe it is just a touch issue with you and you have to practice more short-pushing etc and gain some more experience (??).,0
511,He knows every blade maker of significance in the WORLD.,0
71,"So do you want a bigger arc, more spin to spin the person off the table but a little sacrifice in speed?",0
4190,"I've tried the M1 for 5 minutes and didn't like it  that was because I didn't like the blade / rubber combo, but my team mate & coach & one of the best players in the country decided to stick with it.",0
1438,"Xiom rubber good if you fancy a change try the Vega Pro, quite similar to elp, little harder but still good control and more spin, speed.",1
1423,"Quite easy to loop, but it lacks spin.",4
540,Thank you for your feedback.,0
2268,can u send me a internet shop which sells national blue sponge ?,0
466,It's FX-P.,0
588,"Without seeing you in action, it's difficult to answer correctly.",0
809,"I suspect Red Dragon would be about as light, and is nontacky, so it might be faster than the Green Dragon.Iskandar",1
1428,BH: Easy to loop (easier compared to MX-P) and the reviewer was able to generate good power.,2
536,I also had to put in less effort for just about everything.,0
190,why not tenergy 05 ?,0
1208,yogi_bear,0
4115,"Red, having used T64 only briefly before, and having used T05 somewhat more, I think Rasant carries the best of both worlds of those rubbers.",0
764,Perhaps I will just change the yellow sponge for something different.,0
3557,"I think Timo Boll all+ will be simillar.2#Yes, you have to  It's good idea to watch a lot of videos of Chinese technique on yt.",0
1795,and I would like to upgrade cuz I don't feel like it is very consistent with its trajectory and the speed isnt good enough.,0
768,[/QUOTE],0
1386,passive blocking however is delicate.,4
3342,The Tibhar evolution and Q series rubbers are high quality.,3
648,But with Mantra M i really enjoying playing.,3
2603,"i dont have problems with proper technique and touchi'm playing T05 and uses all kinds of strokes loop, chop, push, flick, block, smash both fh and bh (more on fh, bh occasionaly as variation)and i'm looking for clone of T05 in terms of speed, spin from Xiom[/quote]Sigma is nothing like ten05.",0
382,Loki GTX Pro is my current personal choice though for an H3 alternative.,1
618,"I live in the Southeast portion of the country, so humidity is not a big issue for me fortunately.",0
644,"I could cope with either of them in the touch game, but I think that's very level-relative.",2
754,I've used Battle II provincial.,0
309,Hundreds of pros can't be wrong.,0
396,"If you say the level of tack is the same for Hurricane 3 compared to STN, that would mean it shouldn't make a difference at least from that perspective.",0
4291,please read all the posts firstviewtopic.php?f=10&p=229858,0
895,"I have been going through your comments about your experiences with the Tibhar Evolution MX-P and, frankly, I'm disappointed that tensors may not last very long.",0
399,Genesis m is spinny and very durable.,3
1515,Currently using bryce for my forehand and sriver for my backhand.,0
1911,"I have not used them on the same racket, but I use MX-P and have tried Sigma 2 euro.",0
1886,My thinking is that the Genesis will have more of a Chinese playing characteristics whereas the Mantra will have a Euro style.,1
4017,Where's Silver when we need him?,0
4122,Today I had a 5 minute hit with a friends bat - Tenergy 05 on one side and Rasant on the other (I think the blade was one of those silly 2 foot thick TSP balsa thingys).,0
952,"I mean, I can TELL the difference if I stop to think, but it doesn't effect my game, since I find the differences subtle, even if it's six month old Rakza X and a brand new sheet of $5 Palio Generic Dragon.",0
925,"Yeah, this sums G1 v Baracuda up very well.",0
751,It sounds like you find vega china to be as good as H3.,1
1396,In any thickness.I also think Evo MX-P chops well.I personally love Omega IV Asia in 2.0mm for chopping.,3
490,"I just don't get the same easy spin and control with the modern firmer sponged dynamic rubbers (think Tenergy, O7P)",0
527,Would you mind posting the matrix they sent you?,0
1752,"You probably WILL be able to TELL the difference, but it won't MAKE any difference unless you're a very high level player.",0
319,Hope this helps,0
183,Then again I think I'd also have problems with 729 Super FX on that blade.,0
952,"stay with baracuda, it's great.",3
866,Hmm interesting.,0
2568,I've been using old generation tensors for a year or so now stuck on my old beginner's blade.,0
819,Haha are you gonna put your office in rubber?,0
4347,I don't know of any that are using Omega 4..,0
607,"In China, DHS even has an official Taobao store selling them.",0
655,Just FYI this is my personal experience.,0
919,I did consider buying it but would rather buy the paddle and rubbers separately if it means sealing it properly and putting on rubbers that I'm more likely to like/keep.,0
